SAMPLE 64
1 threads
0.002386
0.002359
0.002303
0.002203
0.002242
0.002220
0.002201
0.002364
0.002175
0.006507
4 threads
0.001202
0.001172
0.001276
0.001227
0.001643
0.001577
0.001547
0.001280
0.001600
0.001191
16 threads
0.018831
0.016396
0.016733
0.017221
0.016854
0.017925
0.016817
0.015098
0.019424
0.016787
SAMPLE 256
1 threads
0.134993
0.163219
0.159502
0.151849
0.163862
0.168036
0.142750
0.176476
0.170822
0.143305
4 threads
0.035029
0.035377
0.034972
0.032960
0.059804
0.051521
0.057745
0.033435
0.033343
0.032950
16 threads
0.102196
0.116900
0.107633
0.159260
0.112403
0.120613
0.120203
0.102560
0.123986
0.120282
SAMPLE 1024
1 threads
6.694767
6.438115
6.968016
7.595680
6.318028
8.042174
5.463247
8.797752
9.402819
6.392492
4 threads
2.706820
2.540813
2.672540
2.553660
2.546989
2.536462
2.577589
2.587914
2.539145
2.422588
16 threads
3.043022
3.334754
3.102831
2.905360
2.950261
2.741286
2.913915
3.051714
3.003224
3.006719
