SAMPLE 64
1 threads
0.002295
0.002234
0.002392
0.002417
0.010559
0.002426
0.002392
0.002197
0.002403
0.002471
4 threads
0.001615
0.001634
0.002573
0.001557
0.001615
0.001585
0.001549
0.001626
0.001608
0.001516
16 threads
0.017109
0.015985
0.016111
0.015274
0.016349
0.016577
0.016670
0.016099
0.016475
0.016578
SAMPLE 256
1 threads
0.143532
0.144985
0.169217
0.152742
0.175825
0.167963
0.139449
0.156208
0.160834
0.137947
4 threads
0.037813
0.058471
0.047694
0.063780
0.058103
0.062982
0.055393
0.040655
0.046119
0.035417
16 threads
0.119996
0.124631
0.095723
0.104554
0.101849
0.100595
0.114586
0.107025
0.119209
0.097619
SAMPLE 1024
1 threads
7.089169
8.642370
7.251078
5.911057
6.861352
5.884531
7.490559
6.612504
8.006156
6.804659
4 threads
2.140412
2.214272
2.196133
2.028653
2.010029
2.007115
1.894263
1.991685
2.098785
1.997047
16 threads
2.802397
2.636335
2.526245
2.521328
2.911358
2.585208
2.547442
2.440083
2.119515
2.893071
