SAMPLE 64
1 threads
0.002504
0.002498
0.002499
0.002518
0.002467
0.002428
0.002635
0.002440
0.002464
0.002571
4 threads
0.001860
0.001778
0.001712
0.001702
0.001717
0.001796
0.001695
0.001672
0.001820
0.001756
16 threads
0.018268
0.017123
0.017808
0.016726
0.016170
0.017350
0.017064
0.015964
0.017698
0.017819
SAMPLE 256
1 threads
0.176389
0.143450
0.148088
0.141877
0.154356
0.141229
0.148506
0.186672
0.171470
0.150519
4 threads
0.041196
0.051828
0.041625
0.067411
0.041694
0.058813
0.068901
0.066261
0.065038
0.069347
16 threads
0.124078
0.129058
0.119688
0.128672
0.114364
0.114118
0.145912
0.126156
0.096739
0.127716
SAMPLE 1024
1 threads
6.206312
9.071517
7.282630
6.981780
7.591540
7.627999
6.739074
8.622707
6.795339
7.308041
4 threads
1.995075
2.002084
2.075808
2.184014
2.000517
2.138598
1.844764
2.184497
2.192684
2.128033
16 threads
2.993370
2.682234
2.955044
2.884448
2.411752
2.643816
2.702971
2.783205
2.888911
2.590322
