SAMPLE 64
1 threads
0.002442
0.002592
0.002531
0.002504
0.002548
0.002545
0.002370
0.002389
0.002364
0.002371
4 threads
0.001774
0.001836
0.001816
0.001801
0.001888
0.001772
0.001751
0.001825
0.001725
0.001665
16 threads
0.017360
0.017528
0.015608
0.016465
0.016331
0.019762
0.017151
0.016875
0.016700
0.016033
SAMPLE 256
1 threads
0.151279
0.146630
0.136145
0.146341
0.169130
0.141743
0.159247
0.174593
0.146327
0.175289
4 threads
0.041838
0.041466
0.048557
0.037421
0.052257
0.071661
0.049775
0.073858
0.066254
0.055487
16 threads
0.121161
0.122668
0.121289
0.116322
0.110485
0.124647
0.142310
0.114634
0.100150
0.132026
SAMPLE 1024
1 threads
7.726456
6.919471
8.300305
8.193582
6.146122
6.527068
5.196383
8.101007
6.800729
7.391102
4 threads
2.082982
1.968354
2.009298
2.096613
2.126966
2.323552
2.062096
2.207039
2.293303
2.154128
16 threads
2.910528
2.622525
3.015793
2.459102
2.760623
2.892572
2.935977
2.954191
2.860963
3.009840
