SAMPLE 64
1 threads
0.002401
0.002467
0.002376
0.002353
0.002353
0.002366
0.002380
0.002718
0.002625
0.002644
4 threads
0.001721
0.001737
0.001730
0.001671
0.001773
0.001765
0.009888
0.001701
0.001753
0.001713
16 threads
0.017737
0.018092
0.018144
0.015455
0.017863
0.015987
0.015990
0.018348
0.018205
0.014634
SAMPLE 256
1 threads
0.168349
0.143884
0.146221
0.147908
0.165103
0.145793
0.158218
0.173716
0.170410
0.143096
4 threads
0.054151
0.066094
0.045288
0.061601
0.065425
0.040632
0.041780
0.042852
0.070237
0.062177
16 threads
0.125412
0.154177
0.112766
0.113765
0.115538
0.123450
0.115820
0.112433
0.108781
0.119243
SAMPLE 1024
1 threads
8.459023
8.462867
6.915075
7.588791
9.343147
8.684939
5.832766
7.534573
5.481916
7.043025
4 threads
1.961944
2.258658
1.997797
1.959804
1.985284
2.012729
2.578050
2.177368
1.986143
2.147785
16 threads
2.829139
2.870578
2.660417
2.748393
3.093506
2.632732
3.100810
2.875366
2.673921
2.424400
