SAMPLE 64
1 threads
0.003201
0.002423
0.002484
0.002485
0.002367
0.002313
0.002390
0.002301
0.002483
0.002281
4 threads
0.002315
0.002341
0.002375
0.001670
0.001808
0.001719
0.001692
0.001853
0.001758
0.001679
16 threads
0.017613
0.017437
0.016319
0.015866
0.016079
0.016614
0.016026
0.016220
0.016855
0.017287
SAMPLE 256
1 threads
0.143446
0.173612
0.148913
0.143642
0.170597
0.159006
0.141611
0.168552
0.169016
0.153297
4 threads
0.039767
0.044347
0.043907
0.047756
0.059646
0.062732
0.062553
0.064201
0.059808
0.064416
16 threads
0.129697
0.124356
0.123483
0.112575
0.117101
0.115921
0.099157
0.124083
0.122862
0.112518
SAMPLE 1024
1 threads
8.622293
9.144643
8.355562
7.164481
7.258199
8.772427
6.970097
6.839687
8.255423
6.556896
4 threads
2.168922
2.306809
1.828696
1.865869
2.230449
1.944645
2.361707
2.231492
2.267177
1.896108
16 threads
2.754175
2.896590
2.430688
2.773296
2.795795
2.771630
2.701213
2.957013
2.339420
2.832844
