ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd,baseline,,1 thread,,,,,,,,,,,,,,,,,1 thread,,,,,,,,,,,,,
SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,SAMPLE 64,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd,baseline,,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd
1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,64,0.002538,0.001213,0.00167075,0.0013545,0.0011795,0.00129725,0.0020785,0.000976,0.0019245,0.0009895,0.00194125,0.001619,0.00251125,0.001246,0.0013665,,64,0.538416076,1.126545754,0.817896154,1.008859358,1.158541755,1.053382155,0.657445273,1.400102459,0.71005456,1.381000505,0.703927882,0.844039531,0.544151319,1.09670947
0.002866,0.000934,0.001675,0.000898,0.000949,0.001025,0.00138,0.000892,0.001005,0.000835,0.001602,0.001406,0.001639,0.001022,0.001373,256,0.0368695,0.03899825,0.036653,0.03667775,0.03870775,0.036419,0.03715625,0.0366725,0.0363325,0.03650025,0.0393245,0.03673575,0.03673875,0.036234,0.0383805,,256,1.040982384,0.984159546,1.047131203,1.046424603,0.991545621,1.053859249,1.032948696,1.046574409,1.056368265,1.051513346,0.975994609,1.044772463,1.044687149,1.05923994
0.002904,0.001353,0.001665,0.000997,0.000949,0.001388,0.001399,0.001008,0.001148,0.001038,0.001616,0.0014,0.002809,0.001168,0.001367,1024,2.17963175,2.177519,2.168718,2.16727,2.17122125,2.1646045,2.16683675,2.1741995,2.16087925,2.17569475,2.1738425,2.18013525,2.17909525,2.1743485,2.29611375,,1024,1.053441137,1.054463245,1.058742423,1.059449792,1.057521775,1.060754401,1.059661624,1.056073166,1.06258309,1.055347378,1.0562466,1.053197846,1.053700498,1.056000797
0.002874,0.001611,0.001673,0.001584,0.001107,0.001385,0.002767,0.001001,0.002865,0.001045,0.002689,0.002112,0.002802,0.001168,0.001366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001508,0.000954,0.00167,0.001939,0.001713,0.001391,0.002768,0.001003,0.00268,0.00104,0.001858,0.001558,0.002795,0.001626,0.00136,,4 threads,,,,,,,,,,,,,,,,,4 threads,,,,,,,,,,,,,
4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd,baseline,,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd
0.00091,0.000897,0.001888,0.001771,0.001054,0.000922,0.001456,0.000565,0.001261,0.000596,0.000526,0.000426,0.001118,0.001265,0.00065,64,0.0009175,0.00100225,0.001632,0.0017495,0.00104275,0.0012495,0.001073,0.00055975,0.00076475,0.00062875,0.00054175,0.00105725,0.00093675,0.00122625,0.00064625,,64,0.704359673,0.644799202,0.39598652,0.369391255,0.619755454,0.517206883,0.602283318,1.154533274,0.845047401,1.027833002,1.192893401,0.611255616,0.689885242,0.527013252
0.000917,0.001041,0.001729,0.001846,0.001024,0.001114,0.001034,0.000558,0.000921,0.000575,0.000549,0.000547,0.000876,0.001211,0.000642,256,0.01116475,0.01182775,0.011468,0.0114585,0.01117025,0.0111285,0.010441,0.010623,0.0098235,0.0106075,0.00988875,0.010995,0.01238275,0.0105425,0.0106265,,256,0.951790233,0.898437995,0.926621904,0.927390147,0.951321591,0.954890596,1.017766497,1.000329474,1.08174276,1.001791185,1.07460498,0.966484766,0.858169631,1.00796775
0.000922,0.001038,0.001716,0.001669,0.001045,0.001461,0.001018,0.000552,0.00044,0.00057,0.000532,0.001644,0.000877,0.001221,0.000646,1024,0.58897175,0.58742125,0.57799525,0.579788,0.582238,0.57604475,0.574922,0.5772945,0.5666375,0.59613225,0.5943395,0.587652,0.5831895,0.57885225,0.61405075,,1024,1.04258099,1.045332885,1.06238027,1.059095307,1.054638739,1.065977513,1.068059232,1.063669843,1.083674748,1.030057928,1.033164967,1.04492242,1.052918048,1.060807399
0.000921,0.001033,0.001195,0.001712,0.001048,0.001501,0.000784,0.000564,0.000437,0.000774,0.00056,0.001612,0.000876,0.001208,0.000647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,,16 threads,,,,,,,,,,,,,,,,,16 threads,,,,,,,,,,,,,
0.006804,0.007357,0.009079,0.00571,0.00749,0.0135,0.005769,0.006936,0.004515,0.016552,0.0143,0.006576,0.005233,0.009632,0.005446,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd,baseline,,,ddd,ddg,dgd,dgg,ddn,dnd,dnn,ndd,nnd,ndn,nnn,gdd,gdg,ggd
0.004687,0.007234,0.008153,0.002888,0.00394,0.010836,0.006961,0.005625,0.00842,0.012422,0.00806,0.005803,0.0069,0.00404,0.003747,64,0.0049125,0.00659725,0.0061545,0.0057495,0.0049655,0.00782275,0.00498425,0.0063845,0.005587,0.009861,0.008819,0.00606175,0.0052285,0.00730175,0.00381,,64,0.775572519,0.577513358,0.619059225,0.662666319,0.767294331,0.487041002,0.764407885,0.596757773,0.681940218,0.386370551,0.432021771,0.628531365,0.728698479,0.521792721
0.004174,0.008029,0.002907,0.004636,0.00394,0.00318,0.00351,0.006297,0.004983,0.006006,0.006609,0.00535,0.003792,0.007209,0.002652,256,0.01728125,0.01814575,0.01712575,0.01734925,0.01698625,0.01932575,0.019534,0.02836375,0.032125,0.02873325,0.03163025,0.022782,0.0237665,0.02550925,0.02693625,,256,1.558698011,1.484438505,1.572850824,1.552588729,1.585767901,1.393801017,1.378941845,0.949671676,0.83848249,0.937459215,0.851597758,1.182347906,1.1333705,1.055940492
0.003985,0.003769,0.004479,0.009764,0.004492,0.003775,0.003697,0.00668,0.00443,0.004464,0.006307,0.006518,0.004989,0.008326,0.003395,1024,0.603136,0.60217175,0.5947145,0.59705125,0.5988465,0.603012,0.59801975,0.82111675,0.8154505,0.81512575,0.81920975,0.62302675,0.620339,0.6202105,0.83350075,,1024,1.381944951,1.384157842,1.401514088,1.396028817,1.391843736,1.382229126,1.393767932,1.015081899,1.02213531,1.022542534,1.017444861,1.337824981,1.343621391,1.343899773
SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,SAMPLE 256,,5,5,5,6,5,6,6,7,5,7,5,5,5,7,,,,,,,,,,,,,,,,,
1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0401,0.040366,0.039649,0.040004,0.03944,0.039094,0.041762,0.039102,0.039276,0.039344,0.040284,0.040144,0.039476,0.039398,0.041274,,3.445423,3.44489625,3.41613175,3.41844825,3.42635775,3.420904,3.4150455,3.65619025,3.6295245,3.674273,3.67953725,3.47006475,3.46418825,3.455471,3.82543125,,,9.047785973,9.199848332,8.902182612,9.081894326,9.578230902,8.969141942,8.975282303,9.282793972,8.382028843,8.893915644,8.33789683,8.713376894,8.449202258,8.729371595
0.035575,0.035487,0.035511,0.03558,0.041103,0.035469,0.035483,0.035762,0.03594,0.035336,0.043191,0.035633,0.035985,0.035168,0.037033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.035523,0.035649,0.035425,0.035582,0.038532,0.035399,0.035444,0.035832,0.03504,0.035763,0.036747,0.035722,0.035739,0.035151,0.037175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03628,0.044491,0.036027,0.035545,0.035756,0.035714,0.035936,0.035994,0.035074,0.035558,0.037076,0.035444,0.035755,0.035219,0.03804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011183,0.011147,0.010811,0.010769,0.01116,0.013263,0.010458,0.01065,0.009845,0.010604,0.00989,0.01118,0.010884,0.010558,0.010675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011148,0.011168,0.010798,0.013488,0.011165,0.01042,0.010442,0.010608,0.009815,0.010617,0.009902,0.010934,0.011248,0.010521,0.010576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011162,0.013818,0.010822,0.010789,0.011199,0.010421,0.010424,0.010613,0.009791,0.010601,0.009877,0.010901,0.016471,0.01055,0.010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011166,0.011178,0.013441,0.010788,0.011157,0.01041,0.01044,0.010621,0.009843,0.010608,0.009886,0.010965,0.010928,0.010541,0.010676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017558,0.017144,0.017156,0.016723,0.01707,0.016894,0.019049,0.029615,0.033026,0.030247,0.031553,0.023833,0.023568,0.023655,0.022762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017717,0.017022,0.016751,0.017302,0.016554,0.020016,0.020883,0.027744,0.031895,0.030364,0.031241,0.023976,0.025211,0.028154,0.031919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017118,0.018704,0.017347,0.017516,0.017628,0.020829,0.01704,0.027137,0.030889,0.029441,0.031696,0.023065,0.022975,0.027348,0.025437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016732,0.019713,0.017249,0.017856,0.016693,0.019564,0.021164,0.028959,0.03269,0.024881,0.032031,0.020254,0.023312,0.02288,0.027627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,SAMPLE 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,1 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.178373,2.170903,2.16816,2.165906,2.169912,2.165651,2.167208,2.174546,2.167877,2.17018,2.174485,2.181512,2.181293,2.175092,2.295895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.179574,2.175233,2.168734,2.169575,2.172342,2.16414,2.167156,2.174135,2.159417,2.17921,2.173992,2.177826,2.179424,2.175242,2.295967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.181251,2.184643,2.16993,2.166695,2.173015,2.165709,2.167156,2.173484,2.158455,2.177147,2.17485,2.180725,2.177936,2.173195,2.296538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.179329,2.179297,2.168048,2.166904,2.169616,2.162918,2.165827,2.174633,2.157768,2.176242,2.172043,2.180478,2.177728,2.173865,2.296055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,4 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.595645,0.581687,0.585956,0.592901,0.582676,0.588734,0.571127,0.57767,0.566061,0.578917,0.571167,0.58042,0.595546,0.579568,0.604716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.593636,0.582256,0.57499,0.576731,0.581955,0.572219,0.574265,0.578018,0.565122,0.576745,0.611994,0.580513,0.579467,0.573581,0.604035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.583159,0.592889,0.575542,0.575137,0.581568,0.572099,0.571746,0.576152,0.567033,0.620325,0.623319,0.593016,0.578621,0.57705,0.643906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.583447,0.592853,0.575493,0.574383,0.582753,0.571127,0.58255,0.577338,0.568334,0.608542,0.570878,0.596659,0.579124,0.58521,0.603546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,16 threads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59045,0.592012,0.593792,0.60563,0.606698,0.622235,0.602449,0.827429,0.819702,0.820301,0.814989,0.616538,0.615906,0.608677,0.82973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.612013,0.606807,0.602749,0.600453,0.593848,0.5954,0.59655,0.805709,0.809198,0.816379,0.83267,0.625248,0.628766,0.608847,0.825827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.616248,0.594799,0.594473,0.593878,0.603524,0.597043,0.597911,0.813986,0.808478,0.818777,0.809942,0.616982,0.617583,0.627102,0.845366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.593833,0.615069,0.587844,0.588244,0.591316,0.59737,0.595169,0.837343,0.824424,0.805046,0.819238,0.633339,0.619101,0.636216,0.83308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
